CD	n	CD-R	WordNet_hyponym
CD	n	CD-ROM	WordNet_hyponym
CD	n	CD-WO	WordNet_hyponym
CD	n	audio CD	WordNet_hyponym
CD	n	audio compact disc	WordNet_hyponym
CD	n	certificate of deposit	WordNet_synset
CD	n	certificate of indebtedness	WordNet_hypernym
CD	n	compact disc	WordNet_synset
CD	n	compact disc read-only memory	WordNet_hyponym
CD	n	compact disc recordable	WordNet_hyponym
CD	n	compact disc write-once	WordNet_hyponym
CD	n	compact disk	WordNet_synset
CD	n	debt instrument	WordNet_hypernym
CD	n	obligation	WordNet_hypernym
CD	n	optical disc	WordNet_hypernym
CD	n	optical disk	WordNet_hypernym
CD	n	recording	WordNet_hypernym
CD	n	time deposit	WordNet_hyponym
PC	n	PC board	WordNet_meronymPart
PC	n	desktop computer	WordNet_hyponym
PC	n	digital computer	WordNet_hypernym
PC	n	microcomputer	WordNet_synset
PC	n	microprocessor	WordNet_meronymPart
PC	n	personal computer	WordNet_synset
PC	n	portable computer	WordNet_hyponym
TV	n	HDTV	WordNet_hyponym
TV	n	action replay	WordNet_isTopicOf
TV	n	audio	WordNet_meronymPart
TV	n	boob tube	WordNet_isTopicOf
TV	n	broadcasting	WordNet_hypernym
TV	n	cable	WordNet_hyponym
TV	n	cable television	WordNet_hyponym
TV	n	closed-captioned	WordNet_isTopicOf
TV	n	colorcast	WordNet_isTopicOf
TV	n	couch potato	WordNet_isTopicOf
TV	n	frequency band	WordNet_isTopicOf
TV	n	goggle box	WordNet_isTopicOf
TV	n	high-definition television	WordNet_hyponym
TV	n	idiot box	WordNet_isTopicOf
TV	n	instant replay	WordNet_isTopicOf
TV	n	picture	WordNet_meronymPart
TV	n	replay	WordNet_isTopicOf
TV	n	sound	WordNet_meronymPart
TV	n	telecast	WordNet_isTopicOf
TV	n	telecasting	WordNet_synset
TV	n	televise	WordNet_isTopicOf
TV	n	television	WordNet_isTopicOf
TV	n	television	WordNet_synset
TV	n	television receiver	WordNet_isTopicOf
TV	n	television set	WordNet_isTopicOf
TV	n	television system	WordNet_isTopicOf
TV	n	telly	WordNet_isTopicOf
TV	n	tv	WordNet_isTopicOf
TV	n	tv set	WordNet_isTopicOf
TV	n	video	WordNet_meronymPart
TV	n	video	WordNet_synset
TV	n	waveband	WordNet_isTopicOf
ability	n	Midas touch	WordNet_hyponym
ability	n	able	WordNet_attribute
ability	n	accomplishment	WordNet_hyponym
ability	n	acquirement	WordNet_hyponym
ability	n	acquisition	WordNet_hyponym
ability	n	adaptability	WordNet_hyponym
ability	n	aptitude	WordNet_hyponym
ability	n	attainment	WordNet_hyponym
ability	n	bilingualism	WordNet_hyponym
ability	n	capability	WordNet_hyponym
ability	n	capableness	WordNet_hyponym
ability	n	capacity	WordNet_hyponym
ability	n	cognition	WordNet_hypernym
ability	n	competence	WordNet_hyponym
ability	n	competency	WordNet_hyponym
ability	n	contractility	WordNet_hyponym
ability	n	creative thinking	WordNet_hyponym
ability	n	creativeness	WordNet_hyponym
ability	n	creativity	WordNet_hyponym
ability	n	faculty	WordNet_hyponym
ability	n	form	WordNet_hyponym
ability	n	hand	WordNet_hyponym
ability	n	immunocompetence	WordNet_hyponym
ability	n	inability	WordNet_antonym
