about	r	regarding	gold_candidate
about	r	discussed	gold_candidate
about	r	of	gold_candidate
about	r	approximately	gold_candidate
about	r	around	gold_candidate
about	r	concerning	gold_candidate
about	r	dealing with	gold_candidate
about	r	concerned with	gold_candidate
about	r	somewhat	gold_candidate
about	r	roughly	gold_candidate
about	r	more or less	gold_candidate
about	r	nearly	gold_candidate
about	r	arise	gold_candidate
about	r	happen	gold_candidate
about	r	round	gold_candidate
about	r	occur	gold_candidate
about	r	consider	gold_candidate
about	r	here and there	gold_candidate
about	r	cope with	gold_candidate
account	n	explanation	gold_candidate
account	n	description	gold_candidate
account	n	synopsis	gold_candidate
account	n	chronicle	gold_candidate
account	n	statement	gold_candidate
account	n	banking arrangement	gold_candidate
account	n	subscription	gold_candidate
account	n	facility	gold_candidate
account	n	consideration	gold_candidate
account	n	fund	gold_candidate
account	n	balance	gold_candidate
account	n	finance	gold_candidate
account	n	asset	gold_candidate
account	n	narrative	gold_candidate
account	n	report	gold_candidate
account	n	bank balance	gold_candidate
account	n	logon	gold_candidate
account	n	subscriber	gold_candidate
account	n	ledger	gold_candidate
account	n	access	gold_candidate
account	n	banking facility	gold_candidate
acquire	v	gain	gold_candidate
acquire	v	gather	gold_candidate
acquire	v	amass	gold_candidate
acquire	v	collect	gold_candidate
acquire	v	procure	gold_candidate
acquire	v	purchase	gold_candidate
acquire	v	buy	gold_candidate
acquire	v	obtain	gold_candidate
acquire	v	get	gold_candidate
acquire	v	receive	gold_candidate
acquire	v	achieve	gold_candidate
acquire	v	secure	gold_candidate
acquire	v	learn	gold_candidate
acquire	v	bring in	gold_candidate
acquire	v	find	gold_candidate
acute	a	severe	gold_candidate
acute	a	critical	gold_candidate
acute	a	sharp	gold_candidate
acute	a	grave	gold_candidate
acute	a	serious	gold_candidate
acute	a	sudden	gold_candidate
acute	a	urgent	gold_candidate
acute	a	sensitive	gold_candidate
acute	a	keen	gold_candidate
acute	a	emergency	gold_candidate
acute	a	pn	gold_candidate
acute	a	heightened	gold_candidate
acute	a	intense	gold_candidate
